episode,step,r,c,has_key,energy,action,E
29900,37,10,6,0,67,2,0.534398
29900,37,10,5,0,66,1,0.625026
29900,37,11,5,0,65,3,0.731025
29900,37,11,6,0,64,3,0.855
29900,38,0,1,0,100,2,0.002598
29900,38,0,0,0,99,1,0.003039
29900,38,1,0,0,98,1,0.003555
29900,38,1,0,0,97,1,0.004157
29900,38,2,0,0,96,1,0.004862
29900,38,2,1,0,95,2,0.005687
29900,38,2,0,0,94,1,0.006651
29900,38,3,0,0,93,1,0.007779
29900,38,4,0,0,92,3,0.009099
29900,38,4,1,0,91,1,0.010642
29900,38,5,1,0,90,3,0.012447
29900,38,4,1,0,89,1,0.014557
29900,38,4,2,0,88,2,0.017026
29900,38,4,1,0,87,1,0.019914
29900,38,5,1,0,86,1,0.023291
29900,38,6,1,0,85,0,0.027241
29900,38,6,0,0,84,0,0.031861
29900,38,5,0,0,83,3,0.037264
29900,38,5,1,0,82,3,0.043584
29900,38,5,2,0,81,3,0.050975
29900,38,5,3,0,80,1,0.05962
29900,38,5,3,0,79,1,0.069731
29900,38,6,3,0,78,1,0.081556
29900,38,7,3,0,77,1,0.095388
29900,38,8,3,0,76,3,0.111564
29900,38,8,4,0,75,0,0.130485
29900,38,7,4,0,74,1,0.152614
29900,38,8,4,0,73,1,0.178495
29900,38,9,4,0,72,1,0.208767
29900,38,10,4,0,71,3,0.244172
29900,38,11,4,0,70,0,0.285581
29900,38,10,4,0,69,3,0.334013
29900,38,10,5,0,68,1,0.390658
29900,38,10,6,0,67,2,0.45691
29900,38,10,5,0,66,1,0.534398
29900,38,11,5,0,65,3,0.625026
29900,38,11,6,0,64,3,0.731025
29900,38,11,7,0,63,1,0.855
29900,39,0,1,0,100,2,0.002222
29900,39,0,0,0,99,1,0.002598
29900,39,1,0,0,98,1,0.003039
29900,39,1,0,0,97,1,0.003555
29900,39,2,0,0,96,1,0.004157
29900,39,2,1,0,95,2,0.004862
29900,39,2,0,0,94,1,0.005687
29900,39,3,0,0,93,1,0.006651
29900,39,4,0,0,92,3,0.007779
29900,39,4,1,0,91,1,0.009099
29900,39,5,1,0,90,3,0.010642
29900,39,4,1,0,89,1,0.012447
29900,39,4,2,0,88,2,0.014557
29900,39,4,1,0,87,1,0.017026
29900,39,5,1,0,86,1,0.019914
29900,39,6,1,0,85,0,0.023291
29900,39,6,0,0,84,0,0.027241
29900,39,5,0,0,83,3,0.031861
29900,39,5,1,0,82,3,0.037264
29900,39,5,2,0,81,3,0.043584
29900,39,5,3,0,80,1,0.050975
29900,39,5,3,0,79,1,0.05962
29900,39,6,3,0,78,1,0.069731
29900,39,7,3,0,77,1,0.081556
29900,39,8,3,0,76,3,0.095388
29900,39,8,4,0,75,0,0.111564
29900,39,7,4,0,74,1,0.130485
29900,39,8,4,0,73,1,0.152614
29900,39,9,4,0,72,1,0.178495
29900,39,10,4,0,71,3,0.208767
29900,39,11,4,0,70,0,0.244172
29900,39,10,4,0,69,3,0.285581
29900,39,10,5,0,68,1,0.334013
29900,39,10,6,0,67,2,0.390658
29900,39,10,5,0,66,1,0.45691
29900,39,11,5,0,65,3,0.534398
29900,39,11,6,0,64,3,0.625026
29900,39,11,7,0,63,1,0.731025
29900,39,12,7,0,62,0,0.855
29900,40,0,1,0,100,2,0.0019
29900,40,0,0,0,99,1,0.002222
29900,40,1,0,0,98,1,0.002598
29900,40,1,0,0,97,1,0.003039
29900,40,2,0,0,96,1,0.003555
29900,40,2,1,0,95,2,0.004157
29900,40,2,0,0,94,1,0.004862
29900,40,3,0,0,93,1,0.005687
29900,40,4,0,0,92,3,0.006651
29900,40,4,1,0,91,1,0.007779
29900,40,5,1,0,90,3,0.009099
29900,40,4,1,0,89,1,0.010642
29900,40,4,2,0,88,2,0.012447
29900,40,4,1,0,87,1,0.014557
29900,40,5,1,0,86,1,0.017026
29900,40,6,1,0,85,0,0.019914
29900,40,6,0,0,84,0,0.023291
29900,40,5,0,0,83,3,0.027241
29900,40,5,1,0,82,3,0.031861
29900,40,5,2,0,81,3,0.037264
29900,40,5,3,0,80,1,0.043584
29900,40,5,3,0,79,1,0.050975
29900,40,6,3,0,78,1,0.05962
29900,40,7,3,0,77,1,0.069731
29900,40,8,3,0,76,3,0.081556
29900,40,8,4,0,75,0,0.095388
29900,40,7,4,0,74,1,0.111564
29900,40,8,4,0,73,1,0.130485
29900,40,9,4,0,72,1,0.152614
29900,40,10,4,0,71,3,0.178495
29900,40,11,4,0,70,0,0.208767
29900,40,10,4,0,69,3,0.244172
29900,40,10,5,0,68,1,0.285581
29900,40,10,6,0,67,2,0.334013
29900,40,10,5,0,66,1,0.390658
29900,40,11,5,0,65,3,0.45691
29900,40,11,6,0,64,3,0.534398
29900,40,11,7,0,63,1,0.625026
29900,40,12,7,0,62,0,0.731025
29900,40,11,7,0,61,1,0.855
29900,41,0,1,0,100,2,0.001624
29900,41,0,0,0,99,1,0.0019
29900,41,1,0,0,98,1,0.002222
29900,41,1,0,0,97,1,0.002598
29900,41,2,0,0,96,1,0.003039
29900,41,2,1,0,95,2,0.003555
29900,41,2,0,0,94,1,0.004157
29900,41,3,0,0,93,1,0.004862
29900,41,4,0,0,92,3,0.005687
29900,41,4,1,0,91,1,0.006651
29900,41,5,1,0,90,3,0.007779
29900,41,4,1,0,89,1,0.009099
29900,41,4,2,0,88,2,0.010642
29900,41,4,1,0,87,1,0.012447
29900,41,5,1,0,86,1,0.014557
29900,41,6,1,0,85,0,0.017026
29900,41,6,0,0,84,0,0.019914
29900,41,5,0,0,83,3,0.023291
29900,41,5,1,0,82,3,0.027241
29900,41,5,2,0,81,3,0.031861
29900,41,5,3,0,80,1,0.037264
29900,41,5,3,0,79,1,0.043584
29900,41,6,3,0,78,1,0.050975
29900,41,7,3,0,77,1,0.05962
29900,41,8,3,0,76,3,0.069731
29900,41,8,4,0,75,0,0.081556
29900,41,7,4,0,74,1,0.095388
29900,41,8,4,0,73,1,0.111564
29900,41,9,4,0,72,1,0.130485
29900,41,10,4,0,71,3,0.152614
29900,41,11,4,0,70,0,0.178495
29900,41,10,4,0,69,3,0.208767
29900,41,10,5,0,68,1,0.244172
29900,41,10,6,0,67,2,0.285581
29900,41,10,5,0,66,1,0.334013
29900,41,11,5,0,65,3,0.390658
29900,41,11,6,0,64,3,0.45691
29900,41,11,7,0,63,1,0.534398
29900,41,12,7,0,62,0,0.625026
29900,41,11,7,0,61,1,0.731025
29900,41,11,8,0,60,1,0.855
29900,42,0,1,0,100,2,0.001389
29900,42,0,0,0,99,1,0.001624
29900,42,1,0,0,98,1,0.0019
29900,42,1,0,0,97,1,0.002222
29900,42,2,0,0,96,1,0.002598
29900,42,2,1,0,95,2,0.003039
29900,42,2,0,0,94,1,0.003555
29900,42,3,0,0,93,1,0.004157
29900,42,4,0,0,92,3,0.004862
29900,42,4,1,0,91,1,0.005687
29900,42,5,1,0,90,3,0.006651
29900,42,4,1,0,89,1,0.007779
29900,42,4,2,0,88,2,0.009099
29900,42,4,1,0,87,1,0.010642
29900,42,5,1,0,86,1,0.012447
29900,42,6,1,0,85,0,0.014557
29900,42,6,0,0,84,0,0.017026
29900,42,5,0,0,83,3,0.019914
29900,42,5,1,0,82,3,0.023291
29900,42,5,2,0,81,3,0.027241
29900,42,5,3,0,80,1,0.031861
29900,42,5,3,0,79,1,0.037264
29900,42,6,3,0,78,1,0.043584
29900,42,7,3,0,77,1,0.050975
29900,42,8,3,0,76,3,0.05962
29900,42,8,4,0,75,0,0.069731
29900,42,7,4,0,74,1,0.081556
29900,42,8,4,0,73,1,0.095388
29900,42,9,4,0,72,1,0.111564
29900,42,10,4,0,71,3,0.130485
29900,42,11,4,0,70,0,0.152614
29900,42,10,4,0,69,3,0.178495
29900,42,10,5,0,68,1,0.208767
29900,42,10,6,0,67,2,0.244172
29900,42,10,5,0,66,1,0.285581
29900,42,11,5,0,65,3,0.334013
29900,42,11,6,0,64,3,0.390658
29900,42,11,7,0,63,1,0.45691
29900,42,12,7,0,62,0,0.534398
29900,42,11,7,0,61,1,0.625026
29900,42,11,8,0,60,1,0.731025
29900,42,12,8,0,59,3,0.855
29900,43,0,1,0,100,2,0.001187
29900,43,0,0,0,99,1,0.001389
29900,43,1,0,0,98,1,0.001624
29900,43,1,0,0,97,1,0.0019
29900,43,2,0,0,96,1,0.002222
29900,43,2,1,0,95,2,0.002598
29900,43,2,0,0,94,1,0.003039
29900,43,3,0,0,93,1,0.003555
29900,43,4,0,0,92,3,0.004157
29900,43,4,1,0,91,1,0.004862
29900,43,5,1,0,90,3,0.005687
29900,43,4,1,0,89,1,0.006651
29900,43,4,2,0,88,2,0.007779
29900,43,4,1,0,87,1,0.009099
29900,43,5,1,0,86,1,0.010642
29900,43,6,1,0,85,0,0.012447
29900,43,6,0,0,84,0,0.014557
29900,43,5,0,0,83,3,0.017026
29900,43,5,1,0,82,3,0.019914
29900,43,5,2,0,81,3,0.023291
29900,43,5,3,0,80,1,0.027241
29900,43,5,3,0,79,1,0.031861
29900,43,6,3,0,78,1,0.037264
29900,43,7,3,0,77,1,0.043584
29900,43,8,3,0,76,3,0.050975
29900,43,8,4,0,75,0,0.05962
29900,43,7,4,0,74,1,0.069731
29900,43,8,4,0,73,1,0.081556
29900,43,9,4,0,72,1,0.095388
29900,43,10,4,0,71,3,0.111564
29900,43,11,4,0,70,0,0.130485
29900,43,10,4,0,69,3,0.152614
29900,43,10,5,0,68,1,0.178495
29900,43,10,6,0,67,2,0.208767
29900,43,10,5,0,66,1,0.244172
29900,43,11,5,0,65,3,0.285581
29900,43,11,6,0,64,3,0.334013
29900,43,11,7,0,63,1,0.390658
29900,43,12,7,0,62,0,0.45691
29900,43,11,7,0,61,1,0.534398
29900,43,11,8,0,60,1,0.625026
29900,43,12,8,0,59,3,0.731025
29900,43,12,9,0,58,3,0.855
29900,44,0,1,0,100,2,0.001015
29900,44,0,0,0,99,1,0.001187
29900,44,1,0,0,98,1,0.001389
29900,44,1,0,0,97,1,0.001624
29900,44,2,0,0,96,1,0.0019
29900,44,2,1,0,95,2,0.002222
29900,44,2,0,0,94,1,0.002598
29900,44,3,0,0,93,1,0.003039
29900,44,4,0,0,92,3,0.003555
29900,44,4,1,0,91,1,0.004157
29900,44,5,1,0,90,3,0.004862
29900,44,4,1,0,89,1,0.005687
29900,44,4,2,0,88,2,0.006651
29900,44,4,1,0,87,1,0.007779
29900,44,5,1,0,86,1,0.009099
29900,44,6,1,0,85,0,0.010642
29900,44,6,0,0,84,0,0.012447
29900,44,5,0,0,83,3,0.014557
29900,44,5,1,0,82,3,0.017026
29900,44,5,2,0,81,3,0.019914
29900,44,5,3,0,80,1,0.023291
29900,44,5,3,0,79,1,0.027241
29900,44,6,3,0,78,1,0.031861
29900,44,7,3,0,77,1,0.037264
29900,44,8,3,0,76,3,0.043584
29900,44,8,4,0,75,0,0.050975
29900,44,7,4,0,74,1,0.05962
29900,44,8,4,0,73,1,0.069731
29900,44,9,4,0,72,1,0.081556
29900,44,10,4,0,71,3,0.095388
29900,44,11,4,0,70,0,0.111564
29900,44,10,4,0,69,3,0.130485
29900,44,10,5,0,68,1,0.152614
29900,44,10,6,0,67,2,0.178495
29900,44,10,5,0,66,1,0.208767
29900,44,11,5,0,65,3,0.244172
29900,44,11,6,0,64,3,0.285581
29900,44,11,7,0,63,1,0.334013
29900,44,12,7,0,62,0,0.390658
29900,44,11,7,0,61,1,0.45691
29900,44,11,8,0,60,1,0.534398
29900,44,12,8,0,59,3,0.625026
29900,44,12,9,0,58,3,0.731025
29900,44,12,10,1,57,2,0.855
29900,45,0,1,0,100,2,0.000868
29900,45,0,0,0,99,1,0.001015
29900,45,1,0,0,98,1,0.001187
29900,45,1,0,0,97,1,0.001389
29900,45,2,0,0,96,1,0.001624
29900,45,2,1,0,95,2,0.0019
29900,45,2,0,0,94,1,0.002222
29900,45,3,0,0,93,1,0.002598
29900,45,4,0,0,92,3,0.003039
29900,45,4,1,0,91,1,0.003555
29900,45,5,1,0,90,3,0.004157
29900,45,4,1,0,89,1,0.004862
29900,45,4,2,0,88,2,0.005687
29900,45,4,1,0,87,1,0.006651
29900,45,5,1,0,86,1,0.007779
29900,45,6,1,0,85,0,0.009099
29900,45,6,0,0,84,0,0.010642
29900,45,5,0,0,83,3,0.012447
29900,45,5,1,0,82,3,0.014557
29900,45,5,2,0,81,3,0.017026
29900,45,5,3,0,80,1,0.019914
29900,45,5,3,0,79,1,0.023291
29900,45,6,3,0,78,1,0.027241
29900,45,7,3,0,77,1,0.031861
29900,45,8,3,0,76,3,0.037264
29900,45,8,4,0,75,0,0.043584
29900,45,7,4,0,74,1,0.050975
29900,45,8,4,0,73,1,0.05962
29900,45,9,4,0,72,1,0.069731
29900,45,10,4,0,71,3,0.081556
29900,45,11,4,0,70,0,0.095388
29900,45,10,4,0,69,3,0.111564
29900,45,10,5,0,68,1,0.130485
29900,45,10,6,0,67,2,0.152614
29900,45,10,5,0,66,1,0.178495
29900,45,11,5,0,65,3,0.208767
29900,45,11,6,0,64,3,0.244172
29900,45,11,7,0,63,1,0.285581
29900,45,12,7,0,62,0,0.334013
29900,45,11,7,0,61,1,0.390658
29900,45,11,8,0,60,1,0.45691
29900,45,12,8,0,59,3,0.534398
29900,45,12,9,0,58,3,0.625026
29900,45,12,10,1,57,2,0.731025
29900,45,12,9,1,56,1,0.855
29900,46,0,1,0,100,2,0.000742
29900,46,0,0,0,99,1,0.000868
29900,46,1,0,0,98,1,0.001015
29900,46,1,0,0,97,1,0.001187
29900,46,2,0,0,96,1,0.001389
29900,46,2,1,0,95,2,0.001624
29900,46,2,0,0,94,1,0.0019
29900,46,3,0,0,93,1,0.002222
29900,46,4,0,0,92,3,0.002598
29900,46,4,1,0,91,1,0.003039
29900,46,5,1,0,90,3,0.003555
29900,46,4,1,0,89,1,0.004157
29900,46,4,2,0,88,2,0.004862
29900,46,4,1,0,87,1,0.005687
29900,46,5,1,0,86,1,0.006651
29900,46,6,1,0,85,0,0.007779
29900,46,6,0,0,84,0,0.009099
29900,46,5,0,0,83,3,0.010642
29900,46,5,1,0,82,3,0.012447
29900,46,5,2,0,81,3,0.014557
29900,46,5,3,0,80,1,0.017026
29900,46,5,3,0,79,1,0.019914
29900,46,6,3,0,78,1,0.023291
29900,46,7,3,0,77,1,0.027241
29900,46,8,3,0,76,3,0.031861
29900,46,8,4,0,75,0,0.037264
29900,46,7,4,0,74,1,0.043584
29900,46,8,4,0,73,1,0.050975
29900,46,9,4,0,72,1,0.05962
29900,46,10,4,0,71,3,0.069731
29900,46,11,4,0,70,0,0.081556
29900,46,10,4,0,69,3,0.095388
29900,46,10,5,0,68,1,0.111564
29900,46,10,6,0,67,2,0.130485
29900,46,10,5,0,66,1,0.152614
29900,46,11,5,0,65,3,0.178495
29900,46,11,6,0,64,3,0.208767
29900,46,11,7,0,63,1,0.244172
29900,46,12,7,0,62,0,0.285581
29900,46,11,7,0,61,1,0.334013
29900,46,11,8,0,60,1,0.390658
29900,46,12,8,0,59,3,0.45691
29900,46,12,9,0,58,3,0.534398
29900,46,12,10,1,57,2,0.625026
29900,46,12,9,1,56,1,0.731025
29900,46,13,9,1,55,2,0.855
29900,47,0,1,0,100,2,0.000634
29900,47,0,0,0,99,1,0.000742
29900,47,1,0,0,98,1,0.000868
29900,47,1,0,0,97,1,0.001015
29900,47,2,0,0,96,1,0.001187
29900,47,2,1,0,95,2,0.001389
29900,47,2,0,0,94,1,0.001624
29900,47,3,0,0,93,1,0.0019
29900,47,4,0,0,92,3,0.002222
29900,47,4,1,0,91,1,0.002598
29900,47,5,1,0,90,3,0.003039
29900,47,4,1,0,89,1,0.003555
29900,47,4,2,0,88,2,0.004157
29900,47,4,1,0,87,1,0.004862
29900,47,5,1,0,86,1,0.005687
29900,47,6,1,0,85,0,0.006651
29900,47,6,0,0,84,0,0.007779
29900,47,5,0,0,83,3,0.009099
29900,47,5,1,0,82,3,0.010642
29900,47,5,2,0,81,3,0.012447
29900,47,5,3,0,80,1,0.014557
29900,47,5,3,0,79,1,0.017026
29900,47,6,3,0,78,1,0.019914
29900,47,7,3,0,77,1,0.023291
29900,47,8,3,0,76,3,0.027241
29900,47,8,4,0,75,0,0.031861
29900,47,7,4,0,74,1,0.037264
29900,47,8,4,0,73,1,0.043584
29900,47,9,4,0,72,1,0.050975
29900,47,10,4,0,71,3,0.05962
29900,47,11,4,0,70,0,0.069731
29900,47,10,4,0,69,3,0.081556
29900,47,10,5,0,68,1,0.095388
29900,47,10,6,0,67,2,0.111564
29900,47,10,5,0,66,1,0.130485
29900,47,11,5,0,65,3,0.152614
29900,47,11,6,0,64,3,0.178495
29900,47,11,7,0,63,1,0.208767
29900,47,12,7,0,62,0,0.244172
29900,47,11,7,0,61,1,0.285581
29900,47,11,8,0,60,1,0.334013
29900,47,12,8,0,59,3,0.390658
29900,47,12,9,0,58,3,0.45691
29900,47,12,10,1,57,2,0.534398
29900,47,12,9,1,56,1,0.625026
29900,47,13,9,1,55,2,0.731025
29900,47,13,8,1,54,0,0.855
29900,48,0,1,0,100,2,0.000542
29900,48,0,0,0,99,1,0.000634
29900,48,1,0,0,98,1,0.000742
29900,48,1,0,0,97,1,0.000868
29900,48,2,0,0,96,1,0.001015
29900,48,2,1,0,95,2,0.001187
29900,48,2,0,0,94,1,0.001389
29900,48,3,0,0,93,1,0.001624
29900,48,4,0,0,92,3,0.0019
29900,48,4,1,0,91,1,0.002222
29900,48,5,1,0,90,3,0.002598
29900,48,4,1,0,89,1,0.003039
29900,48,4,2,0,88,2,0.003555
29900,48,4,1,0,87,1,0.004157
29900,48,5,1,0,86,1,0.004862
29900,48,6,1,0,85,0,0.005687
29900,48,6,0,0,84,0,0.006651
29900,48,5,0,0,83,3,0.007779
29900,48,5,1,0,82,3,0.009099
29900,48,5,2,0,81,3,0.010642
29900,48,5,3,0,80,1,0.012447
29900,48,5,3,0,79,1,0.014557
29900,48,6,3,0,78,1,0.017026
29900,48,7,3,0,77,1,0.019914
29900,48,8,3,0,76,3,0.023291
29900,48,8,4,0,75,0,0.027241
29900,48,7,4,0,74,1,0.031861
29900,48,8,4,0,73,1,0.037264
29900,48,9,4,0,72,1,0.043584
29900,48,10,4,0,71,3,0.050975
29900,48,11,4,0,70,0,0.05962
29900,48,10,4,0,69,3,0.069731
29900,48,10,5,0,68,1,0.081556
29900,48,10,6,0,67,2,0.095388
29900,48,10,5,0,66,1,0.111564
29900,48,11,5,0,65,3,0.130485
29900,48,11,6,0,64,3,0.152614
29900,48,11,7,0,63,1,0.178495
29900,48,12,7,0,62,0,0.208767
29900,48,11,7,0,61,1,0.244172
29900,48,11,8,0,60,1,0.285581
29900,48,12,8,0,59,3,0.334013
29900,48,12,9,0,58,3,0.390658
29900,48,12,10,1,57,2,0.45691
29900,48,12,9,1,56,1,0.534398
29900,48,13,9,1,55,2,0.625026
29900,48,13,8,1,54,0,0.731025
29900,48,12,8,1,53,0,0.855
29900,49,0,1,0,100,2,0.000464
29900,49,0,0,0,99,1,0.000542
29900,49,1,0,0,98,1,0.000634
29900,49,1,0,0,97,1,0.000742
29900,49,2,0,0,96,1,0.000868
29900,49,2,1,0,95,2,0.001015
29900,49,2,0,0,94,1,0.001187
29900,49,3,0,0,93,1,0.001389
29900,49,4,0,0,92,3,0.001624
29900,49,4,1,0,91,1,0.0019
29900,49,5,1,0,90,3,0.002222
29900,49,4,1,0,89,1,0.002598
29900,49,4,2,0,88,2,0.003039
29900,49,4,1,0,87,1,0.003555
29900,49,5,1,0,86,1,0.004157
29900,49,6,1,0,85,0,0.004862
29900,49,6,0,0,84,0,0.005687
29900,49,5,0,0,83,3,0.006651
29900,49,5,1,0,82,3,0.007779
29900,49,5,2,0,81,3,0.009099
29900,49,5,3,0,80,1,0.010642
29900,49,5,3,0,79,1,0.012447
29900,49,6,3,0,78,1,0.014557
29900,49,7,3,0,77,1,0.017026
29900,49,8,3,0,76,3,0.019914
29900,49,8,4,0,75,0,0.023291
29900,49,7,4,0,74,1,0.027241
29900,49,8,4,0,73,1,0.031861
29900,49,9,4,0,72,1,0.037264
29900,49,10,4,0,71,3,0.043584
29900,49,11,4,0,70,0,0.050975
29900,49,10,4,0,69,3,0.05962
29900,49,10,5,0,68,1,0.069731
29900,49,10,6,0,67,2,0.081556
29900,49,10,5,0,66,1,0.095388
29900,49,11,5,0,65,3,0.111564
29900,49,11,6,0,64,3,0.130485
29900,49,11,7,0,63,1,0.152614
29900,49,12,7,0,62,0,0.178495
29900,49,11,7,0,61,1,0.208767
29900,49,11,8,0,60,1,0.244172
29900,49,12,8,0,59,3,0.285581
29900,49,12,9,0,58,3,0.334013
29900,49,12,10,1,57,2,0.390658
29900,49,12,9,1,56,1,0.45691
29900,49,13,9,1,55,2,0.534398
29900,49,13,8,1,54,0,0.625026
29900,49,12,8,1,53,0,0.731025
29900,49,11,8,1,52,1,0.855
29900,50,0,1,0,100,2,0.000397
29900,50,0,0,0,99,1,0.000464
29900,50,1,0,0,98,1,0.000542
29900,50,1,0,0,97,1,0.000634
29900,50,2,0,0,96,1,0.000742
29900,50,2,1,0,95,2,0.000868
29900,50,2,0,0,94,1,0.001015
29900,50,3,0,0,93,1,0.001187
29900,50,4,0,0,92,3,0.001389
29900,50,4,1,0,91,1,0.001624
29900,50,5,1,0,90,3,0.0019
29900,50,4,1,0,89,1,0.002222
29900,50,4,2,0,88,2,0.002598
29900,50,4,1,0,87,1,0.003039
29900,50,5,1,0,86,1,0.003555
29900,50,6,1,0,85,0,0.004157
29900,50,6,0,0,84,0,0.004862
29900,50,5,0,0,83,3,0.005687
29900,50,5,1,0,82,3,0.006651
29900,50,5,2,0,81,3,0.007779
29900,50,5,3,0,80,1,0.009099
29900,50,5,3,0,79,1,0.010642
29900,50,6,3,0,78,1,0.012447
29900,50,7,3,0,77,1,0.014557
29900,50,8,3,0,76,3,0.017026
29900,50,8,4,0,75,0,0.019914
29900,50,7,4,0,74,1,0.023291
29900,50,8,4,0,73,1,0.027241
29900,50,9,4,0,72,1,0.031861
29900,50,10,4,0,71,3,0.037264
29900,50,11,4,0,70,0,0.043584
29900,50,10,4,0,69,3,0.050975
29900,50,10,5,0,68,1,0.05962
29900,50,10,6,0,67,2,0.069731
29900,50,10,5,0,66,1,0.081556
29900,50,11,5,0,65,3,0.095388
29900,50,11,6,0,64,3,0.111564
29900,50,11,7,0,63,1,0.130485
29900,50,12,7,0,62,0,0.152614
29900,50,11,7,0,61,1,0.178495
29900,50,11,8,0,60,1,0.208767
29900,50,12,8,0,59,3,0.244172
29900,50,12,9,0,58,3,0.285581
29900,50,12,10,1,57,2,0.334013
29900,50,12,9,1,56,1,0.390658
29900,50,13,9,1,55,2,0.45691
29900,50,13,8,1,54,0,0.534398
29900,50,12,8,1,53,0,0.625026
29900,50,11,8,1,52,1,0.731025
29900,50,11,7,1,51,3,0.855
29900,51,0,1,0,100,2,0.000339
29900,51,0,0,0,99,1,0.000397
29900,51,1,0,0,98,1,0.000464
29900,51,1,0,0,97,1,0.000542
29900,51,2,0,0,96,1,0.000634
29900,51,2,1,0,95,2,0.000742
29900,51,2,0,0,94,1,0.000868
29900,51,3,0,0,93,1,0.001015
29900,51,4,0,0,92,3,0.001187
29900,51,4,1,0,91,1,0.001389
29900,51,5,1,0,90,3,0.001624
29900,51,4,1,0,89,1,0.0019
29900,51,4,2,0,88,2,0.002222
29900,51,4,1,0,87,1,0.002598
29900,51,5,1,0,86,1,0.003039
29900,51,6,1,0,85,0,0.003555
29900,51,6,0,0,84,0,0.004157
29900,51,5,0,0,83,3,0.004862
29900,51,5,1,0,82,3,0.005687
29900,51,5,2,0,81,3,0.006651
29900,51,5,3,0,80,1,0.007779
29900,51,5,3,0,79,1,0.009099
29900,51,6,3,0,78,1,0.010642
29900,51,7,3,0,77,1,0.012447
29900,51,8,3,0,76,3,0.014557
29900,51,8,4,0,75,0,0.017026
29900,51,7,4,0,74,1,0.019914
29900,51,8,4,0,73,1,0.023291
29900,51,9,4,0,72,1,0.027241
29900,51,10,4,0,71,3,0.031861
29900,51,11,4,0,70,0,0.037264
29900,51,10,4,0,69,3,0.043584
29900,51,10,5,0,68,1,0.050975
29900,51,10,6,0,67,2,0.05962
29900,51,10,5,0,66,1,0.069731
29900,51,11,5,0,65,3,0.081556
29900,51,11,6,0,64,3,0.095388
29900,51,11,7,0,63,1,0.111564
29900,51,12,7,0,62,0,0.130485
29900,51,11,7,0,61,1,0.152614
29900,51,11,8,0,60,1,0.178495
29900,51,12,8,0,59,3,0.208767
29900,51,12,9,0,58,3,0.244172
29900,51,12,10,1,57,2,0.285581
29900,51,12,9,1,56,1,0.334013
29900,51,13,9,1,55,2,0.390658
29900,51,13,8,1,54,0,0.45691
29900,51,12,8,1,53,0,0.534398
29900,51,11,8,1,52,1,0.625026
29900,51,11,7,1,51,3,0.731025
29900,51,11,8,1,50,3,0.855
29900,52,0,1,0,100,2,0.00029
29900,52,0,0,0,99,1,0.000339
29900,52,1,0,0,98,1,0.000397
29900,52,1,0,0,97,1,0.000464
29900,52,2,0,0,96,1,0.000542
29900,52,2,1,0,95,2,0.000634
29900,52,2,0,0,94,1,0.000742
29900,52,3,0,0,93,1,0.000868
29900,52,4,0,0,92,3,0.001015
29900,52,4,1,0,91,1,0.001187
29900,52,5,1,0,90,3,0.001389
29900,52,4,1,0,89,1,0.001624
29900,52,4,2,0,88,2,0.0019
29900,52,4,1,0,87,1,0.002222
29900,52,5,1,0,86,1,0.002598
29900,52,6,1,0,85,0,0.003039
29900,52,6,0,0,84,0,0.003555
29900,52,5,0,0,83,3,0.004157
29900,52,5,1,0,82,3,0.004862
29900,52,5,2,0,81,3,0.005687
29900,52,5,3,0,80,1,0.006651
29900,52,5,3,0,79,1,0.007779
29900,52,6,3,0,78,1,0.009099
29900,52,7,3,0,77,1,0.010642
29900,52,8,3,0,76,3,0.012447
29900,52,8,4,0,75,0,0.014557
29900,52,7,4,0,74,1,0.017026
29900,52,8,4,0,73,1,0.019914
29900,52,9,4,0,72,1,0.023291
29900,52,10,4,0,71,3,0.027241
29900,52,11,4,0,70,0,0.031861
29900,52,10,4,0,69,3,0.037264
29900,52,10,5,0,68,1,0.043584
29900,52,10,6,0,67,2,0.050975
29900,52,10,5,0,66,1,0.05962
29900,52,11,5,0,65,3,0.069731
29900,52,11,6,0,64,3,0.081556
29900,52,11,7,0,63,1,0.095388
29900,52,12,7,0,62,0,0.111564
29900,52,11,7,0,61,1,0.130485
29900,52,11,8,0,60,1,0.152614
29900,52,12,8,0,59,3,0.178495
29900,52,12,9,0,58,3,0.208767
29900,52,12,10,1,57,2,0.244172
29900,52,12,9,1,56,1,0.285581
29900,52,13,9,1,55,2,0.334013
29900,52,13,8,1,54,0,0.390658
29900,52,12,8,1,53,0,0.45691
29900,52,11,8,1,52,1,0.534398
29900,52,11,7,1,51,3,0.625026
29900,52,11,8,1,50,3,0.731025
29900,52,10,8,1,49,3,0.855
29900,53,0,1,0,100,2,0.000248
29900,53,0,0,0,99,1,0.00029
29900,53,1,0,0,98,1,0.000339
29900,53,1,0,0,97,1,0.000397
29900,53,2,0,0,96,1,0.000464
29900,53,2,1,0,95,2,0.000542
29900,53,2,0,0,94,1,0.000634
29900,53,3,0,0,93,1,0.000742
29900,53,4,0,0,92,3,0.000868
29900,53,4,1,0,91,1,0.001015
29900,53,5,1,0,90,3,0.001187
29900,53,4,1,0,89,1,0.001389
29900,53,4,2,0,88,2,0.001624
29900,53,4,1,0,87,1,0.0019
29900,53,5,1,0,86,1,0.002222
29900,53,6,1,0,85,0,0.002598
29900,53,6,0,0,84,0,0.003039
29900,53,5,0,0,83,3,0.003555
29900,53,5,1,0,82,3,0.004157
29900,53,5,2,0,81,3,0.004862
