episode,step,r,c,has_key,energy,action,E
29900,16,3,0,0,93,1,0.244172
29900,16,4,0,0,92,3,0.285581
29900,16,4,1,0,91,1,0.334013
29900,16,5,1,0,90,3,0.390658
29900,16,4,1,0,89,1,0.45691
29900,16,4,2,0,88,2,0.534398
29900,16,4,1,0,87,1,0.625026
29900,16,5,1,0,86,1,0.731025
29900,16,6,1,0,85,0,0.855
29900,17,0,1,0,100,2,0.069731
29900,17,0,0,0,99,1,0.081556
29900,17,1,0,0,98,1,0.095388
29900,17,1,0,0,97,1,0.111564
29900,17,2,0,0,96,1,0.130485
29900,17,2,1,0,95,2,0.152614
29900,17,2,0,0,94,1,0.178495
29900,17,3,0,0,93,1,0.208767
29900,17,4,0,0,92,3,0.244172
29900,17,4,1,0,91,1,0.285581
29900,17,5,1,0,90,3,0.334013
29900,17,4,1,0,89,1,0.390658
29900,17,4,2,0,88,2,0.45691
29900,17,4,1,0,87,1,0.534398
29900,17,5,1,0,86,1,0.625026
29900,17,6,1,0,85,0,0.731025
29900,17,6,0,0,84,0,0.855
29900,18,0,1,0,100,2,0.05962
29900,18,0,0,0,99,1,0.069731
29900,18,1,0,0,98,1,0.081556
29900,18,1,0,0,97,1,0.095388
29900,18,2,0,0,96,1,0.111564
29900,18,2,1,0,95,2,0.130485
29900,18,2,0,0,94,1,0.152614
29900,18,3,0,0,93,1,0.178495
29900,18,4,0,0,92,3,0.208767
29900,18,4,1,0,91,1,0.244172
29900,18,5,1,0,90,3,0.285581
29900,18,4,1,0,89,1,0.334013
29900,18,4,2,0,88,2,0.390658
29900,18,4,1,0,87,1,0.45691
29900,18,5,1,0,86,1,0.534398
29900,18,6,1,0,85,0,0.625026
29900,18,6,0,0,84,0,0.731025
29900,18,5,0,0,83,3,0.855
29900,19,0,1,0,100,2,0.050975
29900,19,0,0,0,99,1,0.05962
29900,19,1,0,0,98,1,0.069731
29900,19,1,0,0,97,1,0.081556
29900,19,2,0,0,96,1,0.095388
29900,19,2,1,0,95,2,0.111564
29900,19,2,0,0,94,1,0.130485
29900,19,3,0,0,93,1,0.152614
29900,19,4,0,0,92,3,0.178495
29900,19,4,1,0,91,1,0.208767
29900,19,5,1,0,90,3,0.244172
29900,19,4,1,0,89,1,0.285581
29900,19,4,2,0,88,2,0.334013
29900,19,4,1,0,87,1,0.390658
29900,19,5,1,0,86,1,0.45691
29900,19,6,1,0,85,0,0.534398
29900,19,6,0,0,84,0,0.625026
29900,19,5,0,0,83,3,0.731025
29900,19,5,1,0,82,3,0.855
29900,20,0,1,0,100,2,0.043584
29900,20,0,0,0,99,1,0.050975
29900,20,1,0,0,98,1,0.05962
29900,20,1,0,0,97,1,0.069731
29900,20,2,0,0,96,1,0.081556
29900,20,2,1,0,95,2,0.095388
29900,20,2,0,0,94,1,0.111564
29900,20,3,0,0,93,1,0.130485
29900,20,4,0,0,92,3,0.152614
29900,20,4,1,0,91,1,0.178495
29900,20,5,1,0,90,3,0.208767
29900,20,4,1,0,89,1,0.244172
29900,20,4,2,0,88,2,0.285581
29900,20,4,1,0,87,1,0.334013
29900,20,5,1,0,86,1,0.390658
29900,20,6,1,0,85,0,0.45691
29900,20,6,0,0,84,0,0.534398
29900,20,5,0,0,83,3,0.625026
29900,20,5,1,0,82,3,0.731025
29900,20,5,2,0,81,3,0.855
29900,21,0,1,0,100,2,0.037264
29900,21,0,0,0,99,1,0.043584
29900,21,1,0,0,98,1,0.050975
29900,21,1,0,0,97,1,0.05962
29900,21,2,0,0,96,1,0.069731
29900,21,2,1,0,95,2,0.081556
29900,21,2,0,0,94,1,0.095388
29900,21,3,0,0,93,1,0.111564
29900,21,4,0,0,92,3,0.130485
29900,21,4,1,0,91,1,0.152614
29900,21,5,1,0,90,3,0.178495
29900,21,4,1,0,89,1,0.208767
29900,21,4,2,0,88,2,0.244172
29900,21,4,1,0,87,1,0.285581
29900,21,5,1,0,86,1,0.334013
29900,21,6,1,0,85,0,0.390658
29900,21,6,0,0,84,0,0.45691
29900,21,5,0,0,83,3,0.534398
29900,21,5,1,0,82,3,0.625026
29900,21,5,2,0,81,3,0.731025
29900,21,5,3,0,80,1,0.855
29900,22,0,1,0,100,2,0.031861
29900,22,0,0,0,99,1,0.037264
29900,22,1,0,0,98,1,0.043584
29900,22,1,0,0,97,1,0.050975
29900,22,2,0,0,96,1,0.05962
29900,22,2,1,0,95,2,0.069731
29900,22,2,0,0,94,1,0.081556
29900,22,3,0,0,93,1,0.095388
29900,22,4,0,0,92,3,0.111564
29900,22,4,1,0,91,1,0.130485
29900,22,5,1,0,90,3,0.152614
29900,22,4,1,0,89,1,0.178495
29900,22,4,2,0,88,2,0.208767
29900,22,4,1,0,87,1,0.244172
29900,22,5,1,0,86,1,0.285581
29900,22,6,1,0,85,0,0.334013
29900,22,6,0,0,84,0,0.390658
29900,22,5,0,0,83,3,0.45691
29900,22,5,1,0,82,3,0.534398
29900,22,5,2,0,81,3,0.625026
29900,22,5,3,0,80,1,0.731025
29900,22,5,3,0,79,1,0.855
29900,23,0,1,0,100,2,0.027241
29900,23,0,0,0,99,1,0.031861
29900,23,1,0,0,98,1,0.037264
29900,23,1,0,0,97,1,0.043584
29900,23,2,0,0,96,1,0.050975
29900,23,2,1,0,95,2,0.05962
29900,23,2,0,0,94,1,0.069731
29900,23,3,0,0,93,1,0.081556
29900,23,4,0,0,92,3,0.095388
29900,23,4,1,0,91,1,0.111564
29900,23,5,1,0,90,3,0.130485
29900,23,4,1,0,89,1,0.152614
29900,23,4,2,0,88,2,0.178495
29900,23,4,1,0,87,1,0.208767
29900,23,5,1,0,86,1,0.244172
29900,23,6,1,0,85,0,0.285581
29900,23,6,0,0,84,0,0.334013
29900,23,5,0,0,83,3,0.390658
29900,23,5,1,0,82,3,0.45691
29900,23,5,2,0,81,3,0.534398
29900,23,5,3,0,80,1,0.625026
29900,23,5,3,0,79,1,0.731025
29900,23,6,3,0,78,1,0.855
29900,24,0,1,0,100,2,0.023291
29900,24,0,0,0,99,1,0.027241
29900,24,1,0,0,98,1,0.031861
29900,24,1,0,0,97,1,0.037264
29900,24,2,0,0,96,1,0.043584
29900,24,2,1,0,95,2,0.050975
29900,24,2,0,0,94,1,0.05962
29900,24,3,0,0,93,1,0.069731
29900,24,4,0,0,92,3,0.081556
29900,24,4,1,0,91,1,0.095388
29900,24,5,1,0,90,3,0.111564
29900,24,4,1,0,89,1,0.130485
29900,24,4,2,0,88,2,0.152614
29900,24,4,1,0,87,1,0.178495
29900,24,5,1,0,86,1,0.208767
29900,24,6,1,0,85,0,0.244172
29900,24,6,0,0,84,0,0.285581
29900,24,5,0,0,83,3,0.334013
29900,24,5,1,0,82,3,0.390658
29900,24,5,2,0,81,3,0.45691
29900,24,5,3,0,80,1,0.534398
29900,24,5,3,0,79,1,0.625026
29900,24,6,3,0,78,1,0.731025
29900,24,7,3,0,77,1,0.855
29900,25,0,1,0,100,2,0.019914
29900,25,0,0,0,99,1,0.023291
29900,25,1,0,0,98,1,0.027241
29900,25,1,0,0,97,1,0.031861
29900,25,2,0,0,96,1,0.037264
29900,25,2,1,0,95,2,0.043584
29900,25,2,0,0,94,1,0.050975
29900,25,3,0,0,93,1,0.05962
29900,25,4,0,0,92,3,0.069731
29900,25,4,1,0,91,1,0.081556
29900,25,5,1,0,90,3,0.095388
29900,25,4,1,0,89,1,0.111564
29900,25,4,2,0,88,2,0.130485
29900,25,4,1,0,87,1,0.152614
29900,25,5,1,0,86,1,0.178495
29900,25,6,1,0,85,0,0.208767
29900,25,6,0,0,84,0,0.244172
29900,25,5,0,0,83,3,0.285581
29900,25,5,1,0,82,3,0.334013
29900,25,5,2,0,81,3,0.390658
29900,25,5,3,0,80,1,0.45691
29900,25,5,3,0,79,1,0.534398
29900,25,6,3,0,78,1,0.625026
29900,25,7,3,0,77,1,0.731025
29900,25,8,3,0,76,3,0.855
29900,26,0,1,0,100,2,0.017026
29900,26,0,0,0,99,1,0.019914
29900,26,1,0,0,98,1,0.023291
29900,26,1,0,0,97,1,0.027241
29900,26,2,0,0,96,1,0.031861
29900,26,2,1,0,95,2,0.037264
29900,26,2,0,0,94,1,0.043584
29900,26,3,0,0,93,1,0.050975
29900,26,4,0,0,92,3,0.05962
29900,26,4,1,0,91,1,0.069731
29900,26,5,1,0,90,3,0.081556
29900,26,4,1,0,89,1,0.095388
29900,26,4,2,0,88,2,0.111564
29900,26,4,1,0,87,1,0.130485
29900,26,5,1,0,86,1,0.152614
29900,26,6,1,0,85,0,0.178495
29900,26,6,0,0,84,0,0.208767
29900,26,5,0,0,83,3,0.244172
29900,26,5,1,0,82,3,0.285581
29900,26,5,2,0,81,3,0.334013
29900,26,5,3,0,80,1,0.390658
29900,26,5,3,0,79,1,0.45691
29900,26,6,3,0,78,1,0.534398
29900,26,7,3,0,77,1,0.625026
29900,26,8,3,0,76,3,0.731025
29900,26,8,4,0,75,0,0.855
29900,27,0,1,0,100,2,0.014557
29900,27,0,0,0,99,1,0.017026
29900,27,1,0,0,98,1,0.019914
29900,27,1,0,0,97,1,0.023291
29900,27,2,0,0,96,1,0.027241
29900,27,2,1,0,95,2,0.031861
29900,27,2,0,0,94,1,0.037264
29900,27,3,0,0,93,1,0.043584
29900,27,4,0,0,92,3,0.050975
29900,27,4,1,0,91,1,0.05962
29900,27,5,1,0,90,3,0.069731
29900,27,4,1,0,89,1,0.081556
29900,27,4,2,0,88,2,0.095388
29900,27,4,1,0,87,1,0.111564
29900,27,5,1,0,86,1,0.130485
29900,27,6,1,0,85,0,0.152614
29900,27,6,0,0,84,0,0.178495
29900,27,5,0,0,83,3,0.208767
29900,27,5,1,0,82,3,0.244172
29900,27,5,2,0,81,3,0.285581
29900,27,5,3,0,80,1,0.334013
29900,27,5,3,0,79,1,0.390658
29900,27,6,3,0,78,1,0.45691
29900,27,7,3,0,77,1,0.534398
29900,27,8,3,0,76,3,0.625026
29900,27,8,4,0,75,0,0.731025
29900,27,7,4,0,74,1,0.855
29900,28,0,1,0,100,2,0.012447
29900,28,0,0,0,99,1,0.014557
29900,28,1,0,0,98,1,0.017026
29900,28,1,0,0,97,1,0.019914
29900,28,2,0,0,96,1,0.023291
29900,28,2,1,0,95,2,0.027241
29900,28,2,0,0,94,1,0.031861
29900,28,3,0,0,93,1,0.037264
29900,28,4,0,0,92,3,0.043584
29900,28,4,1,0,91,1,0.050975
29900,28,5,1,0,90,3,0.05962
29900,28,4,1,0,89,1,0.069731
29900,28,4,2,0,88,2,0.081556
29900,28,4,1,0,87,1,0.095388
29900,28,5,1,0,86,1,0.111564
29900,28,6,1,0,85,0,0.130485
29900,28,6,0,0,84,0,0.152614
29900,28,5,0,0,83,3,0.178495
29900,28,5,1,0,82,3,0.208767
29900,28,5,2,0,81,3,0.244172
29900,28,5,3,0,80,1,0.285581
29900,28,5,3,0,79,1,0.334013
29900,28,6,3,0,78,1,0.390658
29900,28,7,3,0,77,1,0.45691
29900,28,8,3,0,76,3,0.534398
29900,28,8,4,0,75,0,0.625026
29900,28,7,4,0,74,1,0.731025
29900,28,8,4,0,73,1,0.855
29900,29,0,1,0,100,2,0.010642
29900,29,0,0,0,99,1,0.012447
29900,29,1,0,0,98,1,0.014557
29900,29,1,0,0,97,1,0.017026
29900,29,2,0,0,96,1,0.019914
29900,29,2,1,0,95,2,0.023291
29900,29,2,0,0,94,1,0.027241
29900,29,3,0,0,93,1,0.031861
29900,29,4,0,0,92,3,0.037264
29900,29,4,1,0,91,1,0.043584
29900,29,5,1,0,90,3,0.050975
29900,29,4,1,0,89,1,0.05962
29900,29,4,2,0,88,2,0.069731
29900,29,4,1,0,87,1,0.081556
29900,29,5,1,0,86,1,0.095388
29900,29,6,1,0,85,0,0.111564
29900,29,6,0,0,84,0,0.130485
29900,29,5,0,0,83,3,0.152614
29900,29,5,1,0,82,3,0.178495
29900,29,5,2,0,81,3,0.208767
29900,29,5,3,0,80,1,0.244172
29900,29,5,3,0,79,1,0.285581
29900,29,6,3,0,78,1,0.334013
29900,29,7,3,0,77,1,0.390658
29900,29,8,3,0,76,3,0.45691
29900,29,8,4,0,75,0,0.534398
29900,29,7,4,0,74,1,0.625026
29900,29,8,4,0,73,1,0.731025
29900,29,9,4,0,72,1,0.855
29900,30,0,1,0,100,2,0.009099
29900,30,0,0,0,99,1,0.010642
29900,30,1,0,0,98,1,0.012447
29900,30,1,0,0,97,1,0.014557
29900,30,2,0,0,96,1,0.017026
29900,30,2,1,0,95,2,0.019914
29900,30,2,0,0,94,1,0.023291
29900,30,3,0,0,93,1,0.027241
29900,30,4,0,0,92,3,0.031861
29900,30,4,1,0,91,1,0.037264
29900,30,5,1,0,90,3,0.043584
29900,30,4,1,0,89,1,0.050975
29900,30,4,2,0,88,2,0.05962
29900,30,4,1,0,87,1,0.069731
29900,30,5,1,0,86,1,0.081556
29900,30,6,1,0,85,0,0.095388
29900,30,6,0,0,84,0,0.111564
29900,30,5,0,0,83,3,0.130485
29900,30,5,1,0,82,3,0.152614
29900,30,5,2,0,81,3,0.178495
29900,30,5,3,0,80,1,0.208767
29900,30,5,3,0,79,1,0.244172
29900,30,6,3,0,78,1,0.285581
29900,30,7,3,0,77,1,0.334013
29900,30,8,3,0,76,3,0.390658
29900,30,8,4,0,75,0,0.45691
29900,30,7,4,0,74,1,0.534398
29900,30,8,4,0,73,1,0.625026
29900,30,9,4,0,72,1,0.731025
29900,30,10,4,0,71,3,0.855
29900,31,0,1,0,100,2,0.007779
29900,31,0,0,0,99,1,0.009099
29900,31,1,0,0,98,1,0.010642
29900,31,1,0,0,97,1,0.012447
29900,31,2,0,0,96,1,0.014557
29900,31,2,1,0,95,2,0.017026
29900,31,2,0,0,94,1,0.019914
29900,31,3,0,0,93,1,0.023291
29900,31,4,0,0,92,3,0.027241
29900,31,4,1,0,91,1,0.031861
29900,31,5,1,0,90,3,0.037264
29900,31,4,1,0,89,1,0.043584
29900,31,4,2,0,88,2,0.050975
29900,31,4,1,0,87,1,0.05962
29900,31,5,1,0,86,1,0.069731
29900,31,6,1,0,85,0,0.081556
29900,31,6,0,0,84,0,0.095388
29900,31,5,0,0,83,3,0.111564
29900,31,5,1,0,82,3,0.130485
29900,31,5,2,0,81,3,0.152614
29900,31,5,3,0,80,1,0.178495
29900,31,5,3,0,79,1,0.208767
29900,31,6,3,0,78,1,0.244172
29900,31,7,3,0,77,1,0.285581
29900,31,8,3,0,76,3,0.334013
29900,31,8,4,0,75,0,0.390658
29900,31,7,4,0,74,1,0.45691
29900,31,8,4,0,73,1,0.534398
29900,31,9,4,0,72,1,0.625026
29900,31,10,4,0,71,3,0.731025
29900,31,11,4,0,70,0,0.855
29900,32,0,1,0,100,2,0.006651
29900,32,0,0,0,99,1,0.007779
29900,32,1,0,0,98,1,0.009099
29900,32,1,0,0,97,1,0.010642
29900,32,2,0,0,96,1,0.012447
29900,32,2,1,0,95,2,0.014557
29900,32,2,0,0,94,1,0.017026
29900,32,3,0,0,93,1,0.019914
29900,32,4,0,0,92,3,0.023291
29900,32,4,1,0,91,1,0.027241
29900,32,5,1,0,90,3,0.031861
29900,32,4,1,0,89,1,0.037264
29900,32,4,2,0,88,2,0.043584
29900,32,4,1,0,87,1,0.050975
29900,32,5,1,0,86,1,0.05962
29900,32,6,1,0,85,0,0.069731
29900,32,6,0,0,84,0,0.081556
29900,32,5,0,0,83,3,0.095388
29900,32,5,1,0,82,3,0.111564
29900,32,5,2,0,81,3,0.130485
29900,32,5,3,0,80,1,0.152614
29900,32,5,3,0,79,1,0.178495
29900,32,6,3,0,78,1,0.208767
29900,32,7,3,0,77,1,0.244172
29900,32,8,3,0,76,3,0.285581
29900,32,8,4,0,75,0,0.334013
29900,32,7,4,0,74,1,0.390658
29900,32,8,4,0,73,1,0.45691
29900,32,9,4,0,72,1,0.534398
29900,32,10,4,0,71,3,0.625026
29900,32,11,4,0,70,0,0.731025
29900,32,10,4,0,69,3,0.855
29900,33,0,1,0,100,2,0.005687
29900,33,0,0,0,99,1,0.006651
29900,33,1,0,0,98,1,0.007779
29900,33,1,0,0,97,1,0.009099
29900,33,2,0,0,96,1,0.010642
29900,33,2,1,0,95,2,0.012447
29900,33,2,0,0,94,1,0.014557
29900,33,3,0,0,93,1,0.017026
29900,33,4,0,0,92,3,0.019914
29900,33,4,1,0,91,1,0.023291
29900,33,5,1,0,90,3,0.027241
29900,33,4,1,0,89,1,0.031861
29900,33,4,2,0,88,2,0.037264
29900,33,4,1,0,87,1,0.043584
29900,33,5,1,0,86,1,0.050975
29900,33,6,1,0,85,0,0.05962
29900,33,6,0,0,84,0,0.069731
29900,33,5,0,0,83,3,0.081556
29900,33,5,1,0,82,3,0.095388
29900,33,5,2,0,81,3,0.111564
29900,33,5,3,0,80,1,0.130485
29900,33,5,3,0,79,1,0.152614
29900,33,6,3,0,78,1,0.178495
29900,33,7,3,0,77,1,0.208767
29900,33,8,3,0,76,3,0.244172
29900,33,8,4,0,75,0,0.285581
29900,33,7,4,0,74,1,0.334013
29900,33,8,4,0,73,1,0.390658
29900,33,9,4,0,72,1,0.45691
29900,33,10,4,0,71,3,0.534398
29900,33,11,4,0,70,0,0.625026
29900,33,10,4,0,69,3,0.731025
29900,33,10,5,0,68,1,0.855
29900,34,0,1,0,100,2,0.004862
29900,34,0,0,0,99,1,0.005687
29900,34,1,0,0,98,1,0.006651
29900,34,1,0,0,97,1,0.007779
29900,34,2,0,0,96,1,0.009099
29900,34,2,1,0,95,2,0.010642
29900,34,2,0,0,94,1,0.012447
29900,34,3,0,0,93,1,0.014557
29900,34,4,0,0,92,3,0.017026
29900,34,4,1,0,91,1,0.019914
29900,34,5,1,0,90,3,0.023291
29900,34,4,1,0,89,1,0.027241
29900,34,4,2,0,88,2,0.031861
29900,34,4,1,0,87,1,0.037264
29900,34,5,1,0,86,1,0.043584
29900,34,6,1,0,85,0,0.050975
29900,34,6,0,0,84,0,0.05962
29900,34,5,0,0,83,3,0.069731
29900,34,5,1,0,82,3,0.081556
29900,34,5,2,0,81,3,0.095388
29900,34,5,3,0,80,1,0.111564
29900,34,5,3,0,79,1,0.130485
29900,34,6,3,0,78,1,0.152614
29900,34,7,3,0,77,1,0.178495
29900,34,8,3,0,76,3,0.208767
29900,34,8,4,0,75,0,0.244172
29900,34,7,4,0,74,1,0.285581
29900,34,8,4,0,73,1,0.334013
29900,34,9,4,0,72,1,0.390658
29900,34,10,4,0,71,3,0.45691
29900,34,11,4,0,70,0,0.534398
29900,34,10,4,0,69,3,0.625026
29900,34,10,5,0,68,1,0.731025
29900,34,10,6,0,67,2,0.855
29900,35,0,1,0,100,2,0.004157
29900,35,0,0,0,99,1,0.004862
29900,35,1,0,0,98,1,0.005687
29900,35,1,0,0,97,1,0.006651
29900,35,2,0,0,96,1,0.007779
29900,35,2,1,0,95,2,0.009099
29900,35,2,0,0,94,1,0.010642
29900,35,3,0,0,93,1,0.012447
29900,35,4,0,0,92,3,0.014557
29900,35,4,1,0,91,1,0.017026
29900,35,5,1,0,90,3,0.019914
29900,35,4,1,0,89,1,0.023291
29900,35,4,2,0,88,2,0.027241
29900,35,4,1,0,87,1,0.031861
29900,35,5,1,0,86,1,0.037264
29900,35,6,1,0,85,0,0.043584
29900,35,6,0,0,84,0,0.050975
29900,35,5,0,0,83,3,0.05962
29900,35,5,1,0,82,3,0.069731
29900,35,5,2,0,81,3,0.081556
29900,35,5,3,0,80,1,0.095388
29900,35,5,3,0,79,1,0.111564
29900,35,6,3,0,78,1,0.130485
29900,35,7,3,0,77,1,0.152614
29900,35,8,3,0,76,3,0.178495
29900,35,8,4,0,75,0,0.208767
29900,35,7,4,0,74,1,0.244172
29900,35,8,4,0,73,1,0.285581
29900,35,9,4,0,72,1,0.334013
29900,35,10,4,0,71,3,0.390658
29900,35,11,4,0,70,0,0.45691
29900,35,10,4,0,69,3,0.534398
29900,35,10,5,0,68,1,0.625026
29900,35,10,6,0,67,2,0.731025
29900,35,10,5,0,66,1,0.855
29900,36,0,1,0,100,2,0.003555
29900,36,0,0,0,99,1,0.004157
29900,36,1,0,0,98,1,0.004862
29900,36,1,0,0,97,1,0.005687
29900,36,2,0,0,96,1,0.006651
29900,36,2,1,0,95,2,0.007779
29900,36,2,0,0,94,1,0.009099
29900,36,3,0,0,93,1,0.010642
29900,36,4,0,0,92,3,0.012447
29900,36,4,1,0,91,1,0.014557
29900,36,5,1,0,90,3,0.017026
29900,36,4,1,0,89,1,0.019914
29900,36,4,2,0,88,2,0.023291
29900,36,4,1,0,87,1,0.027241
29900,36,5,1,0,86,1,0.031861
29900,36,6,1,0,85,0,0.037264
29900,36,6,0,0,84,0,0.043584
29900,36,5,0,0,83,3,0.050975
29900,36,5,1,0,82,3,0.05962
29900,36,5,2,0,81,3,0.069731
29900,36,5,3,0,80,1,0.081556
29900,36,5,3,0,79,1,0.095388
29900,36,6,3,0,78,1,0.111564
29900,36,7,3,0,77,1,0.130485
29900,36,8,3,0,76,3,0.152614
29900,36,8,4,0,75,0,0.178495
29900,36,7,4,0,74,1,0.208767
29900,36,8,4,0,73,1,0.244172
29900,36,9,4,0,72,1,0.285581
29900,36,10,4,0,71,3,0.334013
29900,36,11,4,0,70,0,0.390658
29900,36,10,4,0,69,3,0.45691
29900,36,10,5,0,68,1,0.534398
29900,36,10,6,0,67,2,0.625026
29900,36,10,5,0,66,1,0.731025
29900,36,11,5,0,65,3,0.855
29900,37,0,1,0,100,2,0.003039
29900,37,0,0,0,99,1,0.003555
29900,37,1,0,0,98,1,0.004157
29900,37,1,0,0,97,1,0.004862
29900,37,2,0,0,96,1,0.005687
29900,37,2,1,0,95,2,0.006651
29900,37,2,0,0,94,1,0.007779
29900,37,3,0,0,93,1,0.009099
29900,37,4,0,0,92,3,0.010642
29900,37,4,1,0,91,1,0.012447
29900,37,5,1,0,90,3,0.014557
29900,37,4,1,0,89,1,0.017026
29900,37,4,2,0,88,2,0.019914
29900,37,4,1,0,87,1,0.023291
29900,37,5,1,0,86,1,0.027241
29900,37,6,1,0,85,0,0.031861
29900,37,6,0,0,84,0,0.037264
29900,37,5,0,0,83,3,0.043584
29900,37,5,1,0,82,3,0.050975
29900,37,5,2,0,81,3,0.05962
29900,37,5,3,0,80,1,0.069731
29900,37,5,3,0,79,1,0.081556
29900,37,6,3,0,78,1,0.095388
29900,37,7,3,0,77,1,0.111564
29900,37,8,3,0,76,3,0.130485
29900,37,8,4,0,75,0,0.152614
29900,37,7,4,0,74,1,0.178495
29900,37,8,4,0,73,1,0.208767
29900,37,9,4,0,72,1,0.244172
29900,37,10,4,0,71,3,0.285581
29900,37,11,4,0,70,0,0.334013
29900,37,10,4,0,69,3,0.390658
29900,37,10,5,0,68,1,0.45691
